invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall,total_spent,year_month,age_group
I229585,C179845,Female,29,Clothing,4,1200.32,Cash,04/04/2022,Metropol AVM,4801.28,2022-04,26-40
I740279,C470036,Female,65,Shoes,4,2400.68,Credit Card,11/04/2022,Metropol AVM,9602.72,2022-04,60+
I250442,C235892,Female,59,Clothing,3,900.24,Credit Card,04/05/2022,Kanyon,2700.72,2022-05,41-60
I187541,C213116,Male,29,Cosmetics,3,121.98,Debit Card,03/11/2021,Kanyon,365.94,2021-11,26-40
I253124,C143065,Female,20,Food & Beverage,4,20.92,Cash,06/09/2021,Kanyon,83.68,2021-09,18-25
I152917,C336330,Female,67,Clothing,2,600.16,Credit Card,06/07/2022,Zorlu Center,1200.32,2022-07,60+
I680883,C157549,Male,38,Food & Beverage,4,20.92,Credit Card,05/08/2021,Kanyon,83.68,2021-08,26-40
I300054,C309182,Female,46,Food & Beverage,2,10.46,Cash,05/06/2022,Istinye Park,20.92,2022-06,41-60
I180057,C254070,Female,64,Clothing,1,300.08,Cash,04/01/2021,Kanyon,300.08,2021-01,60+
I472800,C302609,Male,20,Clothing,3,900.24,Credit Card,08/09/2021,Viaport Outlet,2700.72,2021-09,18-25
I278566,C200111,Female,69,Clothing,2,600.16,Credit Card,01/08/2022,Zorlu Center,1200.32,2022-08,60+
I104484,C125489,Female,21,Clothing,2,600.16,Credit Card,04/01/2022,Metrocity,1200.32,2022-01,18-25
I242021,C138319,Male,23,Clothing,3,900.24,Debit Card,02/11/2021,Emaar Square Mall,2700.72,2021-11,18-25
I158136,C138286,Male,27,Clothing,3,900.24,Debit Card,03/01/2022,Metrocity,2700.72,2022-01,26-40
I197501,C507973,Male,61,Shoes,5,3000.85,Cash,07/05/2022,Zorlu Center,15004.25,2022-05,60+
I319854,C243120,Male,53,Cosmetics,4,162.64,Credit Card,02/12/2021,Metrocity,650.56,2021-12,41-60
I285651,C293552,Female,43,Clothing,4,1200.32,Cash,08/10/2022,Viaport Outlet,4801.28,2022-10,41-60
I755938,C252119,Male,54,Cosmetics,5,203.3,Credit Card,10/05/2022,Mall of Istanbul,1016.5,2022-05,41-60
I308391,C173384,Male,23,Food & Beverage,3,15.69,Debit Card,06/02/2021,Kanyon,47.07,2021-02,18-25
I581934,C322774,Male,32,Food & Beverage,1,5.23,Cash,03/04/2021,Viaport Outlet,5.23,2021-04,26-40
I651370,C238713,Male,57,Souvenir,1,11.73,Credit Card,04/10/2021,Cevahir AVM,11.73,2021-10,41-60
I216272,C323380,Female,38,Clothing,4,1200.32,Cash,01/10/2021,Kanyon,4801.28,2021-10,26-40
I790232,C120725,Female,18,Books,4,60.6,Cash,01/06/2021,Metrocity,242.4,2021-06,18-25
I117657,C100455,Female,45,Clothing,3,900.24,Credit Card,10/01/2022,Mall of Istanbul,2700.72,2022-01,41-60
I266459,C229004,Female,47,Food & Beverage,5,26.15,Cash,01/02/2023,Kanyon,130.75,2023-02,41-60
I635864,C220432,Female,33,Technology,4,4200,Credit Card,02/01/2021,Viaport Outlet,16800,2021-01,26-40
I290067,C295220,Female,19,Souvenir,4,46.92,Credit Card,01/05/2021,Viaport Outlet,187.68,2021-05,18-25
I332420,C196715,Male,46,Cosmetics,5,203.3,Credit Card,08/01/2021,Metrocity,1016.5,2021-01,41-60
I297738,C128520,Male,21,Food & Beverage,1,5.23,Credit Card,12/07/2021,Viaport Outlet,5.23,2021-07,18-25
I277166,C856558,Male,27,Clothing,3,900.24,Cash,04/03/2022,Forum Istanbul,2700.72,2022-03,26-40
I860162,C187385,Female,66,Clothing,3,900.24,Cash,08/02/2021,Metrocity,2700.72,2021-02,60+
I101709,C800815,Female,20,Clothing,5,1500.4,Debit Card,09/02/2021,Mall of Istanbul,7502,2021-02,18-25
I255479,C330782,Male,62,Cosmetics,5,203.3,Cash,08/01/2022,Emaar Square Mall,1016.5,2022-01,60+
I222471,C309106,Female,34,Clothing,1,300.08,Credit Card,10/03/2021,Forum Istanbul,300.08,2021-03,26-40
I138169,C184363,Female,42,Food & Beverage,1,5.23,Cash,01/06/2023,Kanyon,5.23,2023-06,41-60
I209503,C183175,Female,39,Clothing,2,600.16,Cash,11/07/2021,Metropol AVM,1200.32,2021-07,26-40
I779560,C128011,Female,62,Toys,5,179.2,Credit Card,07/09/2021,Metropol AVM,896,2021-09,60+
I294673,C449175,Female,39,Shoes,3,1800.51,Credit Card,01/01/2023,Metrocity,5401.53,2023-01,26-40
I203303,C265823,Female,69,Clothing,3,900.24,Cash,01/11/2021,Kanyon,2700.72,2021-11,60+
I286903,C262571,Female,32,Books,4,60.6,Cash,02/10/2023,Metrocity,242.4,2023-10,26-40
I160294,C185677,Female,56,Books,4,60.6,Credit Card,03/04/2021,Viaport Outlet,242.4,2021-04,41-60
I266106,C319633,Female,60,Clothing,4,1200.32,Credit Card,12/06/2021,Metrocity,4801.28,2021-06,41-60
I163611,C189642,Female,32,Clothing,2,600.16,Cash,02/07/2022,Metropol AVM,1200.32,2022-07,26-40
I219693,C310555,Male,59,Cosmetics,1,40.66,Cash,01/12/2023,Mall of Istanbul,40.66,2023-12,41-60
I175219,C163571,Female,31,Souvenir,5,58.65,Cash,01/06/2021,Kanyon,293.25,2021-06,26-40
I126227,C339112,Female,60,Technology,3,3150,Cash,09/03/2021,Mall of Istanbul,9450,2021-03,41-60
I198576,C157477,Female,69,Shoes,4,2400.68,Debit Card,01/03/2022,Mall of Istanbul,9602.72,2022-03,60+
I177667,C699686,Female,40,Food & Beverage,1,5.23,Credit Card,01/06/2023,Mall of Istanbul,5.23,2023-06,26-40
I253079,C317287,Female,35,Clothing,5,1500.4,Debit Card,07/08/2021,Kanyon,7502,2021-08,26-40
I236424,C257237,Male,65,Clothing,1,300.08,Credit Card,11/11/2022,Viaport Outlet,300.08,2022-11,60+
I320648,C173730,Female,56,Clothing,5,1500.4,Credit Card,03/02/2023,Kanyon,7502,2023-02,41-60
I271766,C105788,Male,41,Toys,4,143.36,Cash,07/11/2022,Metrocity,573.44,2022-11,41-60
I290032,C933737,Male,30,Clothing,1,300.08,Credit Card,12/11/2021,Kanyon,300.08,2021-11,26-40
I430635,C643997,Male,30,Food & Beverage,1,5.23,Credit Card,07/04/2021,Istinye Park,5.23,2021-04,26-40
I723909,C149860,Female,52,Toys,5,179.2,Cash,01/07/2021,Cevahir AVM,896,2021-07,41-60
I144427,C148212,Female,52,Food & Beverage,1,5.23,Cash,10/05/2021,Metropol AVM,5.23,2021-05,41-60
I245498,C176770,Female,46,Shoes,1,600.17,Cash,10/02/2022,Mall of Istanbul,600.17,2022-02,41-60
I118731,C528185,Female,63,Technology,5,5250,Cash,10/05/2022,Mall of Istanbul,26250,2022-05,60+
I178644,C607811,Male,26,Clothing,2,600.16,Credit Card,04/09/2021,Metropol AVM,1200.32,2021-09,26-40
I259667,C177358,Male,26,Cosmetics,4,162.64,Cash,12/05/2021,Cevahir AVM,650.56,2021-05,26-40
I201047,C128595,Male,28,Toys,1,35.84,Credit Card,04/05/2022,Metrocity,35.84,2022-05,26-40
I279805,C306328,Male,67,Books,2,30.3,Cash,01/03/2021,Mall of Istanbul,60.6,2021-03,60+
I268278,C328750,Male,43,Books,1,15.15,Credit Card,11/08/2021,Istinye Park,15.15,2021-08,41-60
I668045,C894816,Female,23,Clothing,3,900.24,Credit Card,02/08/2023,Istinye Park,2700.72,2023-08,18-25
I158926,C758115,Female,51,Cosmetics,5,203.3,Credit Card,08/01/2021,Mall of Istanbul,1016.5,2021-01,41-60
I188644,C332797,Male,62,Technology,1,1050,Cash,05/09/2021,Mall of Istanbul,1050,2021-09,60+
I165076,C595174,Male,50,Food & Beverage,1,5.23,Debit Card,04/03/2022,Mall of Istanbul,5.23,2022-03,41-60
I324545,C205988,Female,46,Clothing,4,1200.32,Cash,08/07/2021,Mall of Istanbul,4801.28,2021-07,41-60
I237272,C147084,Male,39,Shoes,3,1800.51,Cash,10/04/2021,Istinye Park,5401.53,2021-04,26-40
I214146,C105548,Female,54,Shoes,4,2400.68,Cash,06/07/2021,Istinye Park,9602.72,2021-07,41-60
I942324,C983506,Female,24,Food & Beverage,1,5.23,Credit Card,01/05/2022,Mall of Istanbul,5.23,2022-05,18-25
I778700,C119768,Female,68,Toys,4,143.36,Cash,12/03/2021,Viaport Outlet,573.44,2021-03,60+
I300255,C270113,Female,62,Toys,2,71.68,Cash,07/05/2021,Forum Istanbul,143.36,2021-05,60+
I197280,C326091,Male,59,Souvenir,3,35.19,Debit Card,05/10/2022,Kanyon,105.57,2022-10,41-60
I100814,C130818,Female,38,Books,3,45.45,Credit Card,08/12/2022,Mall of Istanbul,136.35,2022-12,26-40
I656647,C338330,Male,24,Books,2,30.3,Cash,04/08/2022,Mall of Istanbul,60.6,2022-08,18-25
I436895,C891730,Female,42,Technology,3,3150,Credit Card,11/10/2021,Metrocity,9450,2021-10,41-60
I224558,C152809,Female,61,Food & Beverage,2,10.46,Credit Card,02/07/2022,Emaar Square Mall,20.92,2022-07,60+
I228358,C216424,Female,55,Clothing,4,1200.32,Cash,12/02/2021,Mall of Istanbul,4801.28,2021-02,41-60
I376789,C135500,Female,30,Clothing,1,300.08,Credit Card,03/07/2021,Metrocity,300.08,2021-07,26-40
I198751,C248269,Female,67,Clothing,2,600.16,Credit Card,06/02/2022,Cevahir AVM,1200.32,2022-02,60+
I233712,C691927,Female,20,Clothing,2,600.16,Credit Card,01/05/2022,Metrocity,1200.32,2022-05,18-25
I234529,C558472,Female,23,Toys,5,179.2,Credit Card,01/10/2021,Cevahir AVM,896,2021-10,18-25
I237218,C122182,Female,45,Clothing,2,600.16,Debit Card,12/07/2021,Cevahir AVM,1200.32,2021-07,41-60
I426969,C163885,Male,46,Food & Beverage,2,10.46,Cash,07/05/2021,Kanyon,20.92,2021-05,41-60
I102042,C539103,Male,42,Cosmetics,3,121.98,Credit Card,08/01/2021,Kanyon,365.94,2021-01,41-60
I265747,C832637,Male,52,Clothing,5,1500.4,Cash,03/04/2021,Mall of Istanbul,7502,2021-04,41-60
I205813,C109712,Male,62,Technology,2,2100,Cash,09/01/2022,Viaport Outlet,4200,2022-01,60+
I795675,C202283,Female,34,Toys,2,71.68,Cash,09/12/2021,Istinye Park,143.36,2021-12,26-40
I133764,C983598,Male,24,Food & Beverage,5,26.15,Cash,06/02/2022,Emaar Square Mall,130.75,2022-02,18-25
I132849,C261653,Male,28,Food & Beverage,4,20.92,Credit Card,05/01/2022,Forum Istanbul,83.68,2022-01,26-40
I236133,C714684,Female,58,Technology,3,3150,Credit Card,09/03/2022,Kanyon,9450,2022-03,41-60
I253935,C795605,Male,43,Clothing,4,1200.32,Credit Card,04/02/2021,Metrocity,4801.28,2021-02,41-60
I139789,C109051,Male,30,Cosmetics,1,40.66,Cash,11/07/2021,Metrocity,40.66,2021-07,26-40
I807921,C109260,Female,44,Clothing,5,1500.4,Credit Card,09/06/2022,Metrocity,7502,2022-06,41-60
I302141,C152839,Male,56,Books,1,15.15,Cash,09/03/2022,Kanyon,15.15,2022-03,41-60
I126205,C111240,Male,55,Souvenir,4,46.92,Credit Card,02/08/2022,Mall of Istanbul,187.68,2022-08,41-60
I254077,C677617,Male,66,Books,3,45.45,Cash,02/02/2023,Istinye Park,136.35,2023-02,60+
I124908,C899636,Female,46,Clothing,4,1200.32,Cash,05/11/2021,Zorlu Center,4801.28,2021-11,41-60
I775828,C428183,Female,34,Shoes,1,600.17,Cash,04/01/2022,Metrocity,600.17,2022-01,26-40
I215088,C241191,Male,20,Clothing,5,1500.4,Debit Card,09/08/2022,Metrocity,7502,2022-08,18-25
I212894,C244481,Male,30,Clothing,2,600.16,Cash,07/02/2021,Emaar Square Mall,1200.32,2021-02,26-40
I322575,C250467,Female,21,Clothing,5,1500.4,Credit Card,10/12/2022,Viaport Outlet,7502,2022-12,18-25
I164707,C227924,Male,63,Clothing,3,900.24,Credit Card,04/05/2021,Metropol AVM,2700.72,2021-05,60+
I175042,C771735,Male,35,Clothing,5,1500.4,Debit Card,08/07/2022,Kanyon,7502,2022-07,26-40
I167949,C315657,Male,44,Clothing,2,600.16,Cash,05/10/2021,Kanyon,1200.32,2021-10,41-60
I441584,C235890,Male,38,Shoes,5,3000.85,Credit Card,10/09/2022,Istinye Park,15004.25,2022-09,26-40
I282002,C322436,Male,31,Toys,2,71.68,Credit Card,05/03/2022,Zorlu Center,143.36,2022-03,26-40
I248469,C315442,Female,59,Food & Beverage,4,20.92,Cash,04/11/2022,Mall of Istanbul,83.68,2022-11,41-60
I288522,C335056,Female,47,Cosmetics,4,162.64,Cash,06/09/2021,Forum Istanbul,650.56,2021-09,41-60
I102006,C133645,Female,64,Clothing,2,600.16,Debit Card,01/07/2021,Kanyon,1200.32,2021-07,60+
I418780,C820268,Female,35,Food & Beverage,3,15.69,Cash,12/09/2022,Kanyon,47.07,2022-09,26-40
I253917,C292355,Male,66,Clothing,1,300.08,Debit Card,07/04/2022,Kanyon,300.08,2022-04,60+
I142637,C291807,Female,30,Cosmetics,2,81.32,Credit Card,09/10/2021,Metropol AVM,162.64,2021-10,26-40
I585001,C445416,Male,40,Souvenir,5,58.65,Credit Card,10/04/2022,Istinye Park,293.25,2022-04,26-40
I299838,C186380,Female,21,Food & Beverage,5,26.15,Credit Card,04/01/2022,Istinye Park,130.75,2022-01,18-25
I199054,C750785,Male,31,Shoes,1,600.17,Credit Card,12/04/2022,Metropol AVM,600.17,2022-04,26-40
I117436,C280868,Male,25,Cosmetics,1,40.66,Credit Card,06/05/2022,Kanyon,40.66,2022-05,18-25
I159398,C312940,Female,38,Clothing,3,900.24,Debit Card,11/04/2022,Forum Istanbul,2700.72,2022-04,26-40
I221881,C108351,Female,30,Clothing,1,300.08,Cash,02/10/2023,Kanyon,300.08,2023-10,26-40
I817596,C710929,Male,58,Shoes,3,1800.51,Debit Card,05/06/2021,Istinye Park,5401.53,2021-06,41-60
I622403,C947968,Male,37,Clothing,5,1500.4,Cash,04/09/2022,Istinye Park,7502,2022-09,26-40
I152454,C259108,Female,54,Clothing,4,1200.32,Credit Card,07/05/2022,Metrocity,4801.28,2022-05,41-60
I428253,C256121,Male,22,Cosmetics,5,203.3,Cash,05/07/2021,Metrocity,1016.5,2021-07,18-25
I224139,C223669,Female,18,Cosmetics,2,81.32,Credit Card,05/09/2022,Metrocity,162.64,2022-09,18-25
I260085,C302752,Male,46,Clothing,3,900.24,Credit Card,06/04/2022,Metrocity,2700.72,2022-04,41-60
I112296,C173863,Male,18,Clothing,2,600.16,Credit Card,06/02/2022,Metrocity,1200.32,2022-02,18-25
I103323,C869064,Female,54,Clothing,4,1200.32,Cash,11/04/2021,Forum Istanbul,4801.28,2021-04,41-60
I154103,C247800,Male,47,Clothing,2,600.16,Cash,07/03/2021,Istinye Park,1200.32,2021-03,41-60
I675388,C338674,Female,35,Clothing,1,300.08,Cash,06/04/2021,Kanyon,300.08,2021-04,26-40
I179069,C230286,Female,57,Food & Beverage,5,26.15,Credit Card,01/11/2023,Metropol AVM,130.75,2023-11,41-60
I198384,C681721,Male,64,Clothing,5,1500.4,Credit Card,06/08/2022,Istinye Park,7502,2022-08,60+
I217326,C330661,Female,46,Clothing,4,1200.32,Debit Card,02/03/2023,Forum Istanbul,4801.28,2023-03,41-60
I395419,C247379,Female,20,Cosmetics,2,81.32,Credit Card,07/05/2021,Metrocity,162.64,2021-05,18-25
I845835,C918423,Female,23,Clothing,5,1500.4,Cash,06/10/2021,Kanyon,7502,2021-10,18-25
I213406,C275069,Female,45,Technology,2,2100,Credit Card,03/03/2021,Metrocity,4200,2021-03,41-60
I206359,C318112,Female,39,Toys,5,179.2,Debit Card,04/05/2021,Cevahir AVM,896,2021-05,26-40
I451056,C142982,Female,66,Souvenir,3,35.19,Credit Card,01/01/2023,Kanyon,105.57,2023-01,60+
I317604,C269243,Male,31,Food & Beverage,3,15.69,Cash,10/02/2021,Mall of Istanbul,47.07,2021-02,26-40
I166677,C433794,Female,55,Clothing,3,900.24,Cash,02/10/2023,Zorlu Center,2700.72,2023-10,41-60
I190519,C771547,Female,20,Books,2,30.3,Debit Card,02/05/2022,Mall of Istanbul,60.6,2022-05,18-25
I269842,C251022,Male,54,Food & Beverage,2,10.46,Cash,07/11/2021,Kanyon,20.92,2021-11,41-60
I394846,C137820,Female,29,Food & Beverage,4,20.92,Credit Card,03/11/2021,Kanyon,83.68,2021-11,26-40
I381001,C256682,Female,51,Clothing,2,600.16,Credit Card,07/12/2022,Kanyon,1200.32,2022-12,41-60
I288472,C151344,Female,38,Clothing,5,1500.4,Credit Card,06/11/2022,Mall of Istanbul,7502,2022-11,26-40
I137262,C323116,Female,45,Toys,5,179.2,Credit Card,10/08/2021,Kanyon,896,2021-08,41-60
I132469,C222260,Male,20,Toys,3,107.52,Credit Card,05/08/2021,Kanyon,322.56,2021-08,18-25
I169200,C828274,Male,62,Cosmetics,1,40.66,Debit Card,08/12/2022,Zorlu Center,40.66,2022-12,60+
I842330,C991189,Female,48,Clothing,2,600.16,Cash,03/08/2021,Kanyon,1200.32,2021-08,41-60
I237459,C320776,Female,32,Toys,5,179.2,Debit Card,01/01/2023,Kanyon,896,2023-01,26-40
I782266,C157845,Female,51,Toys,5,179.2,Cash,08/03/2021,Kanyon,896,2021-03,41-60
I182802,C286477,Male,32,Clothing,5,1500.4,Cash,01/01/2021,Mall of Istanbul,7502,2021-01,26-40
I222503,C203432,Female,35,Clothing,2,600.16,Cash,08/11/2022,Kanyon,1200.32,2022-11,26-40
I130953,C262859,Female,30,Toys,4,143.36,Debit Card,02/11/2021,Istinye Park,573.44,2021-11,26-40
I986923,C234401,Female,65,Food & Beverage,2,10.46,Cash,07/11/2021,Metropol AVM,20.92,2021-11,60+
I145133,C294680,Male,35,Toys,5,179.2,Cash,10/05/2022,Kanyon,896,2022-05,26-40
I200123,C500414,Male,47,Clothing,3,900.24,Cash,05/10/2022,Emaar Square Mall,2700.72,2022-10,41-60
I305517,C238302,Male,27,Cosmetics,2,81.32,Debit Card,06/10/2022,Cevahir AVM,162.64,2022-10,26-40
I217289,C124766,Female,19,Toys,4,143.36,Credit Card,02/08/2021,Istinye Park,573.44,2021-08,18-25
I142639,C451615,Female,61,Clothing,5,1500.4,Debit Card,09/05/2022,Metropol AVM,7502,2022-05,60+
I334535,C274201,Female,53,Technology,3,3150,Cash,08/11/2021,Cevahir AVM,9450,2021-11,41-60
I248472,C195964,Female,56,Cosmetics,4,162.64,Cash,09/08/2021,Kanyon,650.56,2021-08,41-60
I268028,C445553,Female,64,Toys,5,179.2,Credit Card,09/05/2021,Kanyon,896,2021-05,60+
I916943,C908054,Male,66,Clothing,3,900.24,Cash,04/07/2022,Viaport Outlet,2700.72,2022-07,60+
I180970,C185598,Female,22,Shoes,5,3000.85,Debit Card,05/08/2021,Metropol AVM,15004.25,2021-08,18-25
I644213,C746763,Male,23,Toys,3,107.52,Credit Card,09/11/2022,Metrocity,322.56,2022-11,18-25
I338098,C184405,Female,30,Food & Beverage,4,20.92,Cash,04/06/2021,Zorlu Center,83.68,2021-06,26-40
I116491,C244882,Female,25,Clothing,2,600.16,Credit Card,08/08/2021,Kanyon,1200.32,2021-08,18-25
I858866,C284945,Female,35,Clothing,5,1500.4,Credit Card,06/11/2021,Mall of Istanbul,7502,2021-11,26-40
I158667,C640763,Female,43,Books,4,60.6,Credit Card,03/08/2021,Kanyon,242.4,2021-08,41-60
I918337,C235293,Female,34,Books,2,30.3,Cash,01/02/2023,Metrocity,60.6,2023-02,26-40
I195820,C142586,Female,65,Clothing,5,1500.4,Debit Card,04/01/2022,Mall of Istanbul,7502,2022-01,60+
I206797,C639410,Female,34,Shoes,2,1200.34,Cash,01/10/2023,Mall of Istanbul,2400.68,2023-10,26-40
I117379,C876746,Female,59,Clothing,2,600.16,Cash,10/12/2021,Metropol AVM,1200.32,2021-12,41-60
I300926,C224213,Male,63,Clothing,3,900.24,Cash,10/07/2022,Kanyon,2700.72,2022-07,60+
I109083,C307336,Female,18,Toys,1,35.84,Debit Card,11/12/2022,Mall of Istanbul,35.84,2022-12,18-25
I293598,C907953,Male,20,Clothing,1,300.08,Debit Card,12/12/2021,Metrocity,300.08,2021-12,18-25
I878162,C979047,Female,21,Clothing,5,1500.4,Cash,12/02/2022,Metropol AVM,7502,2022-02,18-25
I130529,C118439,Male,24,Clothing,2,600.16,Debit Card,10/06/2021,Kanyon,1200.32,2021-06,18-25
I611361,C300113,Female,43,Clothing,3,900.24,Cash,07/06/2021,Metrocity,2700.72,2021-06,41-60
I134748,C159791,Male,53,Clothing,1,300.08,Cash,07/10/2022,Kanyon,300.08,2022-10,41-60
I497889,C861107,Female,42,Food & Beverage,2,10.46,Cash,09/02/2021,Metrocity,20.92,2021-02,41-60
I105068,C528006,Female,36,Toys,2,71.68,Debit Card,02/10/2021,Viaport Outlet,143.36,2021-10,26-40
I301995,C734886,Female,67,Clothing,2,600.16,Cash,08/09/2022,Metrocity,1200.32,2022-09,60+
I156552,C136334,Male,35,Cosmetics,1,40.66,Cash,07/11/2021,Kanyon,40.66,2021-11,26-40
I157294,C238380,Male,64,Shoes,4,2400.68,Credit Card,04/01/2022,Emaar Square Mall,9602.72,2022-01,60+
I257935,C223743,Female,62,Clothing,4,1200.32,Credit Card,07/09/2022,Metropol AVM,4801.28,2022-09,60+
I197348,C173002,Female,41,Clothing,1,300.08,Cash,01/10/2022,Emaar Square Mall,300.08,2022-10,41-60
I844496,C132701,Male,43,Clothing,5,1500.4,Debit Card,02/04/2022,Mall of Istanbul,7502,2022-04,41-60
I303446,C334107,Male,25,Food & Beverage,1,5.23,Credit Card,07/09/2021,Metropol AVM,5.23,2021-09,18-25
I333281,C333125,Female,19,Food & Beverage,4,20.92,Credit Card,01/09/2021,Istinye Park,83.68,2021-09,18-25
I111296,C114621,Male,51,Toys,5,179.2,Credit Card,02/06/2021,Kanyon,896,2021-06,41-60
I139215,C178661,Female,60,Food & Beverage,5,26.15,Credit Card,06/12/2021,Metropol AVM,130.75,2021-12,41-60
I864385,C415243,Female,48,Books,3,45.45,Cash,10/11/2021,Forum Istanbul,136.35,2021-11,41-60
I226243,C206793,Male,19,Food & Beverage,5,26.15,Credit Card,11/11/2022,Mall of Istanbul,130.75,2022-11,18-25
I793205,C594991,Female,43,Clothing,3,900.24,Cash,02/12/2021,Mall of Istanbul,2700.72,2021-12,41-60
I506866,C309230,Female,40,Technology,5,5250,Cash,09/10/2021,Metrocity,26250,2021-10,26-40
I197490,C315096,Male,44,Clothing,2,600.16,Debit Card,11/12/2022,Metrocity,1200.32,2022-12,41-60
I228387,C184805,Female,52,Cosmetics,2,81.32,Credit Card,08/03/2022,Kanyon,162.64,2022-03,41-60
I334853,C997075,Female,36,Clothing,1,300.08,Cash,06/07/2022,Kanyon,300.08,2022-07,26-40
I555286,C235947,Male,25,Cosmetics,5,203.3,Credit Card,12/10/2022,Kanyon,1016.5,2022-10,18-25
I173643,C166322,Female,44,Food & Beverage,4,20.92,Credit Card,01/02/2023,Zorlu Center,83.68,2023-02,41-60
I106891,C189221,Male,67,Cosmetics,4,162.64,Credit Card,04/11/2022,Mall of Istanbul,650.56,2022-11,60+
I666697,C444072,Female,59,Shoes,2,1200.34,Debit Card,07/03/2022,Kanyon,2400.68,2022-03,41-60
I660302,C290341,Male,32,Clothing,3,900.24,Cash,03/08/2022,Cevahir AVM,2700.72,2022-08,26-40
I774799,C207897,Male,52,Cosmetics,3,121.98,Cash,01/10/2021,Metropol AVM,365.94,2021-10,41-60
I153674,C264904,Male,53,Cosmetics,1,40.66,Credit Card,07/01/2022,Mall of Istanbul,40.66,2022-01,41-60
I872614,C290885,Female,24,Toys,1,35.84,Cash,09/05/2022,Kanyon,35.84,2022-05,18-25
I116032,C314604,Female,24,Clothing,3,900.24,Credit Card,08/05/2022,Metrocity,2700.72,2022-05,18-25
I302402,C621789,Male,33,Clothing,5,1500.4,Cash,02/08/2023,Istinye Park,7502,2023-08,26-40
I757059,C108964,Male,42,Shoes,4,2400.68,Cash,02/11/2023,Metrocity,9602.72,2023-11,41-60
I572338,C306222,Male,22,Toys,1,35.84,Credit Card,02/01/2023,Zorlu Center,35.84,2023-01,18-25
I148009,C334353,Female,46,Clothing,1,300.08,Credit Card,05/08/2021,Metropol AVM,300.08,2021-08,41-60
I145032,C131054,Female,19,Food & Beverage,2,10.46,Credit Card,05/06/2021,Cevahir AVM,20.92,2021-06,18-25
I456422,C566502,Female,47,Food & Beverage,1,5.23,Credit Card,02/03/2023,Kanyon,5.23,2023-03,41-60
I129961,C209130,Female,43,Food & Beverage,3,15.69,Cash,08/03/2022,Cevahir AVM,47.07,2022-03,41-60
I187790,C315678,Male,32,Clothing,3,900.24,Cash,02/03/2023,Mall of Istanbul,2700.72,2023-03,26-40
I300408,C386044,Male,48,Clothing,2,600.16,Cash,01/04/2021,Zorlu Center,1200.32,2021-04,41-60
I243653,C778188,Male,19,Cosmetics,5,203.3,Cash,09/10/2022,Metrocity,1016.5,2022-10,18-25
I296286,C208458,Female,31,Shoes,1,600.17,Cash,12/06/2021,Forum Istanbul,600.17,2021-06,26-40
I394423,C306579,Male,61,Clothing,5,1500.4,Credit Card,03/08/2023,Metrocity,7502,2023-08,60+
I902528,C817895,Male,62,Toys,2,71.68,Cash,05/06/2021,Kanyon,143.36,2021-06,60+
I981169,C325487,Female,41,Clothing,3,900.24,Debit Card,03/04/2021,Viaport Outlet,2700.72,2021-04,41-60
I251791,C856801,Male,48,Food & Beverage,3,15.69,Credit Card,12/06/2022,Mall of Istanbul,47.07,2022-06,41-60
I196154,C225428,Female,18,Souvenir,1,11.73,Credit Card,03/10/2021,Mall of Istanbul,11.73,2021-10,18-25
I212485,C294727,Female,53,Clothing,1,300.08,Cash,02/02/2021,Cevahir AVM,300.08,2021-02,41-60
I257077,C252602,Female,49,Clothing,4,1200.32,Credit Card,05/10/2021,Mall of Istanbul,4801.28,2021-10,41-60
I131138,C332468,Male,41,Books,5,75.75,Cash,01/04/2021,Metrocity,378.75,2021-04,41-60
I242088,C164620,Male,63,Toys,5,179.2,Cash,03/06/2021,Metropol AVM,896,2021-06,60+
I189271,C288828,Male,67,Books,2,30.3,Credit Card,01/02/2023,Metrocity,60.6,2023-02,60+
I754229,C334804,Female,19,Cosmetics,3,121.98,Credit Card,06/08/2021,Mall of Istanbul,365.94,2021-08,18-25
I127322,C521127,Female,67,Technology,2,2100,Cash,08/06/2021,Metrocity,4200,2021-06,60+
I222528,C297043,Male,64,Shoes,2,1200.34,Credit Card,01/10/2023,Metropol AVM,2400.68,2023-10,60+
I272912,C289514,Male,30,Souvenir,3,35.19,Cash,07/11/2022,Metropol AVM,105.57,2022-11,26-40
I137878,C299246,Female,41,Food & Beverage,2,10.46,Cash,01/08/2021,Metrocity,20.92,2021-08,41-60
I165563,C339667,Female,46,Clothing,4,1200.32,Credit Card,03/05/2022,Kanyon,4801.28,2022-05,41-60
I288521,C155713,Male,40,Cosmetics,3,121.98,Debit Card,06/04/2021,Istinye Park,365.94,2021-04,26-40
I166280,C758399,Male,27,Clothing,3,900.24,Debit Card,09/09/2021,Kanyon,2700.72,2021-09,26-40
I340065,C220404,Male,55,Clothing,2,600.16,Cash,01/09/2023,Viaport Outlet,1200.32,2023-09,41-60
I287426,C202378,Female,55,Food & Beverage,1,5.23,Cash,05/07/2021,Kanyon,5.23,2021-07,41-60
I235205,C146351,Female,25,Clothing,5,1500.4,Cash,10/09/2022,Mall of Istanbul,7502,2022-09,18-25
I274467,C308044,Female,51,Clothing,4,1200.32,Cash,09/03/2021,Kanyon,4801.28,2021-03,41-60
I273076,C941796,Female,62,Shoes,3,1800.51,Credit Card,12/02/2021,Mall of Istanbul,5401.53,2021-02,60+
